número de nodos,total de operações
4168,304490336
4169,304636361
4170,304782426
4171,304928521
4172,305074656
4173,305220821
4174,305367026
4175,305513261
4176,305659536
4177,305805841
4178,305952186
4179,306098561
4180,306244976
4181,306391421
4182,306537906
4183,306684421
4184,306830976
4185,306977561
4186,307124186
4187,307270841
4188,307417536
4189,307564261
4190,307711026
4191,307857821
4192,308004656
4193,308151521
4194,308298426
4195,308445361
4196,308592336
4197,308739341
4198,308886386
4199,309033461
4200,309180576
4201,309327721
4202,309474906
4203,309622121
4204,309769376
4205,309916661
4206,310063986
4207,310211341
4208,310358736
4209,310506161
4210,310653626
4211,310801121
4212,310948656
4213,311096221
4214,311243826
4215,311391461
4216,311539136
4217,311686841
4218,311834586
4219,311982361
4220,312130176
4221,312278021
4222,312425906
4223,312573821
4224,312721776
4225,312869761
4226,313017786
4227,313165841
4228,313313936
4229,313462061
4230,313610226
4231,313758421
4232,313906656
4233,314054921
4234,314203226
4235,314351561
4236,314499936
4237,314648341
4238,314796786
4239,314945261
4240,315093776
4241,315242321
4242,315390906
4243,315539521
4244,315688176
4245,315836861
4246,315985586
4247,316134341
4248,316283136
4249,316431961
4250,316580826
4251,316729721
4252,316878656
4253,317027621
4254,317176626
4255,317325661
4256,317474736
4257,317623841
4258,317772986
4259,317922161
4260,318071376
4261,318220621
4262,318369906
4263,318519221
4264,318668576
4265,318817961
4266,318967386
4267,319116841
4268,319266336
4269,319415861
4270,319565426
4271,319715021
4272,319864656
4273,320014321
4274,320164026
4275,320313761
4276,320463536
4277,320613341
4278,320763186
4279,320913061
4280,321062976
4281,321212921
4282,321362906
4283,321512921
4284,321662976
4285,321813061
4286,321963186
4287,322113341
4288,322263536
4289,322413761
4290,322564026
4291,322714321
4292,322864656
4293,323015021
4294,323165426
4295,323315861
4296,323466336
4297,323616841
4298,323767386
4299,323917961
4300,324068576
4301,324219221
4302,324369906
4303,324520621
4304,324671376
4305,324822161
4306,324972986
4307,325123841
4308,325274736
4309,325425661
4310,325576626
4311,325727621
4312,325878656
4313,326029721
4314,326180826
4315,326331961
4316,326483136
4317,326634341
4318,326785586
4319,326936861
4320,327088176
4321,327239521
4322,327390906
4323,327542321
4324,327693776
4325,327845261
4326,327996786
4327,328148341
4328,328299936
4329,328451561
4330,328603226
4331,328754921
4332,328906656
4333,329058421
4334,329210226
4335,329362061
4336,329513936
4337,329665841
4338,329817786
4339,329969761
4340,330121776
4341,330273821
4342,330425906
4343,330578021
4344,330730176
4345,330882361
4346,331034586
4347,331186841
4348,331339136
4349,331491461
4350,331643826
4351,331796221
4352,331948656
4353,332101121
4354,332253626
4355,332406161
4356,332558736
4357,332711341
4358,332863986
4359,333016661
4360,333169376
4361,333322121
4362,333474906
4363,333627721
4364,333780576
4365,333933461
4366,334086386
4367,334239341
4368,334392336
4369,334545361
4370,334698426
4371,334851521
4372,335004656
4373,335157821
4374,335311026
4375,335464261
4376,335617536
4377,335770841
4378,335924186
4379,336077561
4380,336230976
4381,336384421
4382,336537906
4383,336691421
4384,336844976
4385,336998561
4386,337152186
4387,337305841
4388,337459536
4389,337613261
4390,337767026
4391,337920821
4392,338074656
4393,338228521
4394,338382426
4395,338536361
4396,338690336
4397,338844341
4398,338998386
4399,339152461
4400,339306576
4401,339460721
4402,339614906
4403,339769121
4404,339923376
4405,340077661
4406,340231986
4407,340386341
4408,340540736
4409,340695161
4410,340849626
4411,341004121
4412,341158656
4413,341313221
4414,341467826
4415,341622461
4416,341777136
4417,341931841
4418,342086586
4419,342241361
4420,342396176
4421,342551021
4422,342705906
4423,342860821
4424,343015776
4425,343170761
4426,343325786
4427,343480841
4428,343635936
4429,343791061
4430,343946226
4431,344101421
4432,344256656
4433,344411921
4434,344567226
4435,344722561
4436,344877936
4437,345033341
4438,345188786
4439,345344261
4440,345499776
4441,345655321
4442,345810906
4443,345966521
4444,346122176
4445,346277861
4446,346433586
4447,346589341
4448,346745136
4449,346900961
4450,347056826
4451,347212721
4452,347368656
4453,347524621
4454,347680626
4455,347836661
4456,347992736
4457,348148841
4458,348304986
4459,348461161
4460,348617376
4461,348773621
4462,348929906
4463,349086221
4464,349242576
4465,349398961
4466,349555386
4467,349711841
4468,349868336
4469,350024861
4470,350181426
4471,350338021
4472,350494656
4473,350651321
4474,350808026
4475,350964761
4476,351121536
4477,351278341
4478,351435186
4479,351592061
4480,351748976
4481,351905921
4482,352062906
4483,352219921
4484,352376976
4485,352534061
4486,352691186
4487,352848341
4488,353005536
4489,353162761
4490,353320026
4491,353477321
4492,353634656
4493,353792021
4494,353949426
4495,354106861
4496,354264336
4497,354421841
4498,354579386
4499,354736961
4500,354894576
4501,355052221
4502,355209906
4503,355367621
4504,355525376
4505,355683161
4506,355840986
4507,355998841
4508,356156736
4509,356314661
4510,356472626
4511,356630621
4512,356788656
4513,356946721
4514,357104826
4515,357262961
4516,357421136
4517,357579341
4518,357737586
4519,357895861
4520,358054176
4521,358212521
4522,358370906
4523,358529321
4524,358687776
4525,358846261
4526,359004786
4527,359163341
4528,359321936
4529,359480561
4530,359639226
4531,359797921
4532,359956656
4533,360115421
4534,360274226
4535,360433061
4536,360591936
4537,360750841
4538,360909786
4539,361068761
4540,361227776
4541,361386821
4542,361545906
4543,361705021
4544,361864176
4545,362023361
4546,362182586
4547,362341841
4548,362501136
4549,362660461
4550,362819826
4551,362979221
4552,363138656
4553,363298121
4554,363457626
4555,363617161
4556,363776736
4557,363936341
4558,364095986
4559,364255661
4560,364415376
4561,364575121
4562,364734906
4563,364894721
4564,365054576
4565,365214461
4566,365374386
4567,365534341
4568,365694336
4569,365854361
4570,366014426
4571,366174521
4572,366334656
4573,366494821
4574,366655026
4575,366815261
4576,366975536
4577,367135841
4578,367296186
4579,367456561
4580,367616976
4581,367777421
4582,367937906
4583,368098421
4584,368258976
4585,368419561
4586,368580186
4587,368740841
4588,368901536
4589,369062261
4590,369223026
4591,369383821
4592,369544656
4593,369705521
4594,369866426
4595,370027361
4596,370188336
4597,370349341
4598,370510386
4599,370671461
4600,370832576
4601,370993721
4602,371154906
4603,371316121
4604,371477376
4605,371638661
4606,371799986
4607,371961341
4608,372122736
4609,372284161
4610,372445626
4611,372607121
4612,372768656
4613,372930221
4614,373091826
4615,373253461
4616,373415136
4617,373576841
4618,373738586
4619,373900361
4620,374062176
4621,374224021
4622,374385906
4623,374547821
4624,374709776
4625,374871761
4626,375033786
4627,375195841
4628,375357936
4629,375520061
4630,375682226
4631,375844421
4632,376006656
4633,376168921
4634,376331226
4635,376493561
4636,376655936
4637,376818341
4638,376980786
4639,377143261
4640,377305776
4641,377468321
4642,377630906
4643,377793521
4644,377956176
4645,378118861
4646,378281586
4647,378444341
4648,378607136
4649,378769961
4650,378932826
4651,379095721
4652,379258656
4653,379421621
4654,379584626
4655,379747661
4656,379910736
4657,380073841
4658,380236986
4659,380400161
4660,380563376
4661,380726621
4662,380889906
4663,381053221
4664,381216576
4665,381379961
4666,381543386
4667,381706841
4668,381870336
4669,382033861
4670,382197426
4671,382361021
4672,382524656
4673,382688321
4674,382852026
4675,383015761
4676,383179536
4677,383343341
4678,383507186
4679,383671061
4680,383834976
4681,383998921
4682,384162906
4683,384326921
4684,384490976
4685,384655061
4686,384819186
4687,384983341
4688,385147536
4689,385311761
4690,385476026
4691,385640321
4692,385804656
4693,385969021
4694,386133426
4695,386297861
4696,386462336
4697,386626841
4698,386791386
4699,386955961
4700,387120576
4701,387285221
4702,387449906
4703,387614621
4704,387779376
4705,387944161
4706,388108986
4707,388273841
4708,388438736
4709,388603661
4710,388768626
4711,388933621
4712,389098656
4713,389263721
4714,389428826
4715,389593961
4716,389759136
4717,389924341
4718,390089586
4719,390254861
4720,390420176
4721,390585521
4722,390750906
4723,390916321
4724,391081776
4725,391247261
4726,391412786
4727,391578341
4728,391743936
4729,391909561
4730,392075226
4731,392240921
4732,392406656
4733,392572421
4734,392738226
4735,392904061
4736,393069936
4737,393235841
4738,393401786
4739,393567761
4740,393733776
4741,393899821
4742,394065906
4743,394232021
4744,394398176
4745,394564361
4746,394730586
4747,394896841
4748,395063136
4749,395229461
4750,395395826
4751,395562221
4752,395728656
4753,395895121
4754,396061626
4755,396228161
4756,396394736
4757,396561341
4758,396727986
4759,396894661
4760,397061376
4761,397228121
4762,397394906
4763,397561721
4764,397728576
4765,397895461
4766,398062386
4767,398229341
4768,398396336
4769,398563361
4770,398730426
4771,398897521
4772,399064656
4773,399231821
4774,399399026
4775,399566261
4776,399733536
4777,399900841
4778,400068186
4779,400235561
4780,400402976
4781,400570421
4782,400737906
4783,400905421
4784,401072976
4785,401240561
4786,401408186
4787,401575841
4788,401743536
4789,401911261
4790,402079026
4791,402246821
4792,402414656
4793,402582521
4794,402750426
4795,402918361
4796,403086336
4797,403254341
4798,403422386
4799,403590461
4800,403758576
4801,403926721
4802,404094906
4803,404263121
4804,404431376
4805,404599661
4806,404767986
4807,404936341
4808,405104736
4809,405273161
4810,405441626
4811,405610121
4812,405778656
4813,405947221
4814,406115826
4815,406284461
4816,406453136
4817,406621841
4818,406790586
4819,406959361
4820,407128176
4821,407297021
4822,407465906
4823,407634821
4824,407803776
4825,407972761
4826,408141786
4827,408310841
4828,408479936
4829,408649061
4830,408818226
4831,408987421
4832,409156656
4833,409325921
4834,409495226
4835,409664561
4836,409833936
4837,410003341
4838,410172786
4839,410342261
4840,410511776
4841,410681321
4842,410850906
4843,411020521
4844,411190176
4845,411359861
4846,411529586
4847,411699341
4848,411869136
4849,412038961
4850,412208826
4851,412378721
4852,412548656
4853,412718621
4854,412888626
4855,413058661
4856,413228736
4857,413398841
4858,413568986
4859,413739161
4860,413909376
4861,414079621
4862,414249906
4863,414420221
4864,414590576
4865,414760961
4866,414931386
4867,415101841
4868,415272336
4869,415442861
4870,415613426
4871,415784021
4872,415954656
4873,416125321
4874,416296026
4875,416466761
4876,416637536
4877,416808341
4878,416979186
4879,417150061
4880,417320976
4881,417491921
4882,417662906
4883,417833921
4884,418004976
4885,418176061
4886,418347186
4887,418518341
4888,418689536
4889,418860761
4890,419032026
4891,419203321
4892,419374656
4893,419546021
4894,419717426
4895,419888861
4896,420060336
4897,420231841
4898,420403386
4899,420574961
4900,420746576
4901,420918221
4902,421089906
4903,421261621
4904,421433376
4905,421605161
4906,421776986
4907,421948841
4908,422120736
4909,422292661
4910,422464626
4911,422636621
4912,422808656
4913,422980721
4914,423152826
4915,423324961
4916,423497136
4917,423669341
4918,423841586
4919,424013861
4920,424186176
4921,424358521
4922,424530906
4923,424703321
4924,424875776
4925,425048261
4926,425220786
4927,425393341
4928,425565936
4929,425738561
4930,425911226
4931,426083921
4932,426256656
4933,426429421
4934,426602226
4935,426775061
4936,426947936
4937,427120841
4938,427293786
4939,427466761
4940,427639776
4941,427812821
4942,427985906
4943,428159021
4944,428332176
4945,428505361
4946,428678586
4947,428851841
4948,429025136
4949,429198461
4950,429371826
4951,429545221
4952,429718656
4953,429892121
4954,430065626
4955,430239161
4956,430412736
4957,430586341
4958,430759986
4959,430933661
4960,431107376
4961,431281121
4962,431454906
4963,431628721
4964,431802576
4965,431976461
4966,432150386
4967,432324341
4968,432498336
4969,432672361
4970,432846426
4971,433020521
4972,433194656
4973,433368821
4974,433543026
4975,433717261
4976,433891536
4977,434065841
4978,434240186
4979,434414561
4980,434588976
4981,434763421
4982,434937906
4983,435112421
4984,435286976
4985,435461561
4986,435636186
4987,435810841
4988,435985536
4989,436160261
4990,436335026
4991,436509821
4992,436684656
4993,436859521
4994,437034426
4995,437209361
4996,437384336
4997,437559341
4998,437734386
4999,437909461
5000,438084576
5001,438259721
5002,438434906
5003,438610121
5004,438785376
5005,438960661
5006,439135986
5007,439311341
5008,439486736
5009,439662161
5010,439837626
5011,440013121
5012,440188656
5013,440364221
5014,440539826
5015,440715461
5016,440891136
5017,441066841
5018,441242586
5019,441418361
5020,441594176
5021,441770021
5022,441945906
5023,442121821
5024,442297776
5025,442473761
5026,442649786
5027,442825841
5028,443001936
5029,443178061
5030,443354226
5031,443530421
5032,443706656
5033,443882921
5034,444059226
5035,444235561
5036,444411936
5037,444588341
5038,444764786
5039,444941261
5040,445117776
5041,445294321
5042,445470906
5043,445647521
5044,445824176
5045,446000861
5046,446177586
5047,446354341
5048,446531136
5049,446707961
5050,446884826
5051,447061721
5052,447238656
5053,447415621
5054,447592626
5055,447769661
5056,447946736
5057,448123841
5058,448300986
5059,448478161
5060,448655376
5061,448832621
5062,449009906
5063,449187221
5064,449364576
5065,449541961
5066,449719386
5067,449896841
5068,450074336
5069,450251861
5070,450429426
5071,450607021
5072,450784656
5073,450962321
5074,451140026
5075,451317761
5076,451495536
5077,451673341
5078,451851186
5079,452029061
5080,452206976
5081,452384921
5082,452562906
5083,452740921
5084,452918976
5085,453097061
5086,453275186
5087,453453341
5088,453631536
5089,453809761
5090,453988026
5091,454166321
5092,454344656
5093,454523021
5094,454701426
5095,454879861
5096,455058336
5097,455236841
5098,455415386
5099,455593961
5100,455772576
5101,455951221
5102,456129906
5103,456308621
5104,456487376
5105,456666161
5106,456844986
5107,457023841
5108,457202736
5109,457381661
5110,457560626
5111,457739621
5112,457918656
5113,458097721
5114,458276826
5115,458455961
5116,458635136
5117,458814341
5118,458993586
5119,459172861
5120,459352176
5121,459531521
5122,459710906
5123,459890321
5124,460069776
5125,460249261
5126,460428786
5127,460608341
5128,460787936
5129,460967561
5130,461147226
5131,461326921
5132,461506656
5133,461686421
5134,461866226
5135,462046061
5136,462225936
5137,462405841
5138,462585786
5139,462765761
5140,462945776
5141,463125821
5142,463305906
5143,463486021
5144,463666176
5145,463846361
5146,464026586
5147,464206841
5148,464387136
5149,464567461
5150,464747826
5151,464928221
5152,465108656
5153,465289121
5154,465469626
5155,465650161
5156,465830736
5157,466011341
5158,466191986
5159,466372661
5160,466553376
5161,466734121
5162,466914906
5163,467095721
5164,467276576
5165,467457461
5166,467638386
5167,467819341
5168,468000336
5169,468181361
5170,468362426
5171,468543521
5172,468724656
5173,468905821
5174,469087026
5175,469268261
5176,469449536
5177,469630841
5178,469812186
5179,469993561
5180,470174976
5181,470356421
5182,470537906
5183,470719421
5184,470900976
5185,471082561
5186,471264186
5187,471445841
5188,471627536
5189,471809261
5190,471991026
5191,472172821
5192,472354656
5193,472536521
5194,472718426
5195,472900361
5196,473082336
5197,473264341
5198,473446386
5199,473628461
5200,473810576
5201,473992721
5202,474174906
5203,474357121
5204,474539376
5205,474721661
5206,474903986
5207,475086341
5208,475268736
5209,475451161
5210,475633626
5211,475816121
5212,475998656
5213,476181221
5214,476363826
5215,476546461
5216,476729136
5217,476911841
5218,477094586
5219,477277361
5220,477460176
5221,477643021
5222,477825906
5223,478008821
5224,478191776
5225,478374761
5226,478557786
5227,478740841
5228,478923936
5229,479107061
5230,479290226
5231,479473421
5232,479656656
5233,479839921
5234,480023226
5235,480206561
5236,480389936
5237,480573341
5238,480756786
5239,480940261
5240,481123776
5241,481307321
5242,481490906
5243,481674521
5244,481858176
5245,482041861
5246,482225586
5247,482409341
5248,482593136
5249,482776961
5250,482960826
5251,483144721
5252,483328656
5253,483512621
5254,483696626
5255,483880661
5256,484064736
5257,484248841
5258,484432986
5259,484617161
5260,484801376
5261,484985621
5262,485169906
5263,485354221
5264,485538576
5265,485722961
5266,485907386
5267,486091841
5268,486276336
5269,486460861
5270,486645426
5271,486830021
5272,487014656
5273,487199321
5274,487384026
5275,487568761
5276,487753536
5277,487938341
5278,488123186
5279,488308061
5280,488492976
5281,488677921
5282,488862906
5283,489047921
5284,489232976
5285,489418061
5286,489603186
5287,489788341
5288,489973536
5289,490158761
5290,490344026
5291,490529321
5292,490714656
5293,490900021
5294,491085426
5295,491270861
5296,491456336
5297,491641841
5298,491827386
5299,492012961
5300,492198576
5301,492384221
5302,492569906
5303,492755621
5304,492941376
5305,493127161
5306,493312986
5307,493498841
5308,493684736
5309,493870661
5310,494056626
5311,494242621
5312,494428656
5313,494614721
5314,494800826
5315,494986961
5316,495173136
5317,495359341
5318,495545586
5319,495731861
5320,495918176
5321,496104521
5322,496290906
5323,496477321
5324,496663776
5325,496850261
5326,497036786
5327,497223341
5328,497409936
5329,497596561
5330,497783226
5331,497969921
5332,498156656
5333,498343421
5334,498530226
5335,498717061
5336,498903936
5337,499090841
5338,499277786
5339,499464761
5340,499651776
5341,499838821
5342,500025906
5343,500213021
5344,500400176
5345,500587361
5346,500774586
5347,500961841
5348,501149136
5349,501336461
5350,501523826
5351,501711221
5352,501898656
5353,502086121
5354,502273626
5355,502461161
5356,502648736
5357,502836341
5358,503023986
5359,503211661
5360,503399376
5361,503587121
5362,503774906
5363,503962721
5364,504150576
5365,504338461
5366,504526386
5367,504714341
5368,504902336
5369,505090361
5370,505278426
5371,505466521
5372,505654656
5373,505842821
5374,506031026
5375,506219261
5376,506407536
5377,506595841
5378,506784186
5379,506972561
5380,507160976
5381,507349421
5382,507537906
5383,507726421
5384,507914976
5385,508103561
5386,508292186
5387,508480841
5388,508669536
5389,508858261
5390,509047026
5391,509235821
5392,509424656
5393,509613521
5394,509802426
5395,509991361
5396,510180336
5397,510369341
5398,510558386
5399,510747461
5400,510936576
5401,511125721
5402,511314906
5403,511504121
5404,511693376
5405,511882661
5406,512071986
5407,512261341
5408,512450736
5409,512640161
5410,512829626
5411,513019121
5412,513208656
5413,513398221
5414,513587826
5415,513777461
5416,513967136
5417,514156841
5418,514346586
5419,514536361
5420,514726176
5421,514916021
5422,515105906
5423,515295821
5424,515485776
5425,515675761
5426,515865786
5427,516055841
5428,516245936
5429,516436061
5430,516626226
5431,516816421
5432,517006656
5433,517196921
5434,517387226
5435,517577561
5436,517767936
5437,517958341
5438,518148786
5439,518339261
5440,518529776
5441,518720321
5442,518910906
5443,519101521
5444,519292176
5445,519482861
5446,519673586
5447,519864341
5448,520055136
5449,520245961
5450,520436826
5451,520627721
5452,520818656
5453,521009621
5454,521200626
5455,521391661
5456,521582736
5457,521773841
5458,521964986
5459,522156161
5460,522347376
5461,522538621
5462,522729906
5463,522921221
5464,523112576
5465,523303961
5466,523495386
5467,523686841
5468,523878336
5469,524069861
5470,524261426
5471,524453021
5472,524644656
5473,524836321
5474,525028026
5475,525219761
5476,525411536
5477,525603341
5478,525795186
5479,525987061
5480,526178976
5481,526370921
5482,526562906
5483,526754921
5484,526946976
5485,527139061
5486,527331186
5487,527523341
5488,527715536
5489,527907761
5490,528100026
5491,528292321
5492,528484656
5493,528677021
5494,528869426
5495,529061861
5496,529254336
5497,529446841
5498,529639386
5499,529831961
5500,530024576
5501,530217221
5502,530409906
5503,530602621
5504,530795376
5505,530988161
5506,531180986
5507,531373841
5508,531566736
5509,531759661
5510,531952626
5511,532145621
5512,532338656
5513,532531721
5514,532724826
5515,532917961
5516,533111136
5517,533304341
5518,533497586
5519,533690861
5520,533884176
5521,534077521
5522,534270906
5523,534464321
5524,534657776
5525,534851261
5526,535044786
5527,535238341
5528,535431936
5529,535625561
5530,535819226
5531,536012921
5532,536206656
5533,536400421
5534,536594226
5535,536788061
5536,536981936
5537,537175841
5538,537369786
5539,537563761
5540,537757776
5541,537951821
5542,538145906
5543,538340021
5544,538534176
5545,538728361
5546,538922586
5547,539116841
5548,539311136
5549,539505461
5550,539699826
5551,539894221
5552,540088656
5553,540283121
5554,540477626
5555,540672161
5556,540866736
5557,541061341
5558,541255986
5559,541450661
5560,541645376
5561,541840121
5562,542034906
5563,542229721
5564,542424576
5565,542619461
5566,542814386
5567,543009341
5568,543204336
5569,543399361
5570,543594426
5571,543789521
5572,543984656
5573,544179821
5574,544375026
5575,544570261
5576,544765536
5577,544960841
5578,545156186
5579,545351561
5580,545546976
5581,545742421
5582,545937906
5583,546133421
5584,546328976
5585,546524561
5586,546720186
5587,546915841
5588,547111536
5589,547307261
5590,547503026
5591,547698821
5592,547894656
5593,548090521
5594,548286426
5595,548482361
5596,548678336
5597,548874341
5598,549070386
5599,549266461
5600,549462576
5601,549658721
5602,549854906
5603,550051121
5604,550247376
5605,550443661
5606,550639986
5607,550836341
5608,551032736
5609,551229161
5610,551425626
5611,551622121
5612,551818656
5613,552015221
5614,552211826
5615,552408461
5616,552605136
5617,552801841
5618,552998586
5619,553195361
5620,553392176
5621,553589021
5622,553785906
5623,553982821
5624,554179776
5625,554376761
5626,554573786
5627,554770841
5628,554967936
5629,555165061
5630,555362226
5631,555559421
5632,555756656
5633,555953921
5634,556151226
5635,556348561
5636,556545936
5637,556743341
5638,556940786
5639,557138261
5640,557335776
5641,557533321
5642,557730906
5643,557928521
5644,558126176
5645,558323861
5646,558521586
5647,558719341
5648,558917136
5649,559114961
5650,559312826
5651,559510721
5652,559708656
5653,559906621
5654,560104626
5655,560302661
5656,560500736
5657,560698841
5658,560896986
5659,561095161
5660,561293376
5661,561491621
5662,561689906
5663,561888221
5664,562086576
5665,562284961
5666,562483386
5667,562681841
5668,562880336
5669,563078861
5670,563277426
5671,563476021
5672,563674656
5673,563873321
5674,564072026
5675,564270761
5676,564469536
5677,564668341
5678,564867186
5679,565066061
5680,565264976
5681,565463921
5682,565662906
5683,565861921
5684,566060976
5685,566260061
5686,566459186
5687,566658341
5688,566857536
5689,567056761
5690,567256026
5691,567455321
5692,567654656
5693,567854021
5694,568053426
5695,568252861
5696,568452336
5697,568651841
5698,568851386
5699,569050961
5700,569250576
5701,569450221
5702,569649906
5703,569849621
5704,570049376
5705,570249161
5706,570448986
5707,570648841
5708,570848736
5709,571048661
5710,571248626
5711,571448621
5712,571648656
5713,571848721
5714,572048826
5715,572248961
5716,572449136
5717,572649341
5718,572849586
5719,573049861
5720,573250176
5721,573450521
5722,573650906
5723,573851321
5724,574051776
5725,574252261
5726,574452786
5727,574653341
5728,574853936
5729,575054561
5730,575255226
5731,575455921
5732,575656656
5733,575857421
5734,576058226
5735,576259061
5736,576459936
5737,576660841
5738,576861786
5739,577062761
5740,577263776
5741,577464821
5742,577665906
5743,577867021
5744,578068176
5745,578269361
5746,578470586
5747,578671841
5748,578873136
5749,579074461
5750,579275826
5751,579477221
5752,579678656
5753,579880121
5754,580081626
5755,580283161
5756,580484736
5757,580686341
5758,580887986
5759,581089661
5760,581291376
5761,581493121
5762,581694906
5763,581896721
5764,582098576
5765,582300461
5766,582502386
5767,582704341
5768,582906336
5769,583108361
5770,583310426
5771,583512521
5772,583714656
5773,583916821
5774,584119026
5775,584321261
5776,584523536
5777,584725841
5778,584928186
5779,585130561
5780,585332976
5781,585535421
5782,585737906
5783,585940421
5784,586142976
5785,586345561
5786,586548186
5787,586750841
5788,586953536
5789,587156261
5790,587359026
5791,587561821
5792,587764656
5793,587967521
5794,588170426
5795,588373361
5796,588576336
5797,588779341
5798,588982386
5799,589185461
5800,589388576
5801,589591721
5802,589794906
5803,589998121
5804,590201376
5805,590404661
5806,590607986
5807,590811341
5808,591014736
5809,591218161
5810,591421626
5811,591625121
5812,591828656
5813,592032221
5814,592235826
5815,592439461
5816,592643136
5817,592846841
5818,593050586
5819,593254361
5820,593458176
5821,593662021
5822,593865906
5823,594069821
5824,594273776
5825,594477761
5826,594681786
5827,594885841
5828,595089936
5829,595294061
5830,595498226
5831,595702421
5832,595906656
5833,596110921
5834,596315226
5835,596519561
5836,596723936
5837,596928341
5838,597132786
5839,597337261
5840,597541776
5841,597746321
5842,597950906
5843,598155521
5844,598360176
5845,598564861
5846,598769586
5847,598974341
5848,599179136
5849,599383961
5850,599588826
5851,599793721
5852,599998656
5853,600203621
5854,600408626
5855,600613661
5856,600818736
5857,601023841
5858,601228986
5859,601434161
5860,601639376
5861,601844621
5862,602049906
5863,602255221
5864,602460576
5865,602665961
5866,602871386
5867,603076841
5868,603282336
5869,603487861
5870,603693426
5871,603899021
5872,604104656
5873,604310321
5874,604516026
5875,604721761
5876,604927536
5877,605133341
5878,605339186
5879,605545061
5880,605750976
5881,605956921
5882,606162906
5883,606368921
5884,606574976
5885,606781061
5886,606987186
5887,607193341
5888,607399536
5889,607605761
5890,607812026
5891,608018321
5892,608224656
5893,608431021
5894,608637426
5895,608843861
5896,609050336
5897,609256841
5898,609463386
5899,609669961
5900,609876576
5901,610083221
5902,610289906
5903,610496621
5904,610703376
5905,610910161
5906,611116986
5907,611323841
5908,611530736
5909,611737661
5910,611944626
5911,612151621
5912,612358656
5913,612565721
5914,612772826
5915,612979961
5916,613187136
5917,613394341
5918,613601586
5919,613808861
5920,614016176
5921,614223521
5922,614430906
5923,614638321
5924,614845776
5925,615053261
5926,615260786
5927,615468341
5928,615675936
5929,615883561
5930,616091226
5931,616298921
5932,616506656
5933,616714421
5934,616922226
5935,617130061
5936,617337936
5937,617545841
5938,617753786
5939,617961761
5940,618169776
5941,618377821
5942,618585906
5943,618794021
5944,619002176
5945,619210361
5946,619418586
5947,619626841
5948,619835136
5949,620043461
5950,620251826
5951,620460221
5952,620668656
5953,620877121
5954,621085626
5955,621294161
5956,621502736
5957,621711341
5958,621919986
5959,622128661
5960,622337376
5961,622546121
5962,622754906
5963,622963721
5964,623172576
5965,623381461
5966,623590386
5967,623799341
5968,624008336
5969,624217361
5970,624426426
5971,624635521
5972,624844656
5973,625053821
5974,625263026
5975,625472261
5976,625681536
5977,625890841
5978,626100186
5979,626309561
5980,626518976
5981,626728421
5982,626937906
5983,627147421
5984,627356976
5985,627566561
5986,627776186
5987,627985841
5988,628195536
5989,628405261
5990,628615026
5991,628824821
5992,629034656
5993,629244521
5994,629454426
5995,629664361
5996,629874336
5997,630084341
5998,630294386
5999,630504461
6000,630714576
6001,630924721
6002,631134906
6003,631345121
6004,631555376
6005,631765661
6006,631975986
6007,632186341
6008,632396736
6009,632607161
6010,632817626
6011,633028121
6012,633238656
6013,633449221
6014,633659826
6015,633870461
6016,634081136
6017,634291841
6018,634502586
6019,634713361
6020,634924176
6021,635135021
6022,635345906
6023,635556821
6024,635767776
6025,635978761
6026,636189786
6027,636400841
6028,636611936
6029,636823061
6030,637034226
6031,637245421
6032,637456656
6033,637667921
6034,637879226
6035,638090561
6036,638301936
6037,638513341
6038,638724786
6039,638936261
6040,639147776
6041,639359321
6042,639570906
6043,639782521
6044,639994176
6045,640205861
6046,640417586
6047,640629341
6048,640841136
6049,641052961
6050,641264826
6051,641476721
6052,641688656
6053,641900621
6054,642112626
6055,642324661
6056,642536736
6057,642748841
6058,642960986
6059,643173161
6060,643385376
6061,643597621
6062,643809906
6063,644022221
6064,644234576
6065,644446961
6066,644659386
6067,644871841
6068,645084336
6069,645296861
6070,645509426
6071,645722021
6072,645934656
6073,646147321
6074,646360026
6075,646572761
6076,646785536
6077,646998341
6078,647211186
6079,647424061
6080,647636976
6081,647849921
6082,648062906
6083,648275921
6084,648488976
6085,648702061
6086,648915186
6087,649128341
6088,649341536
6089,649554761
6090,649768026
6091,649981321
6092,650194656
6093,650408021
6094,650621426
6095,650834861
6096,651048336
6097,651261841
6098,651475386
6099,651688961
6100,651902576
6101,652116221
6102,652329906
6103,652543621
6104,652757376
6105,652971161
6106,653184986
6107,653398841
6108,653612736
6109,653826661
6110,654040626
6111,654254621
6112,654468656
6113,654682721
6114,654896826
6115,655110961
6116,655325136
6117,655539341
6118,655753586
6119,655967861
6120,656182176
6121,656396521
6122,656610906
6123,656825321
6124,657039776
6125,657254261
6126,657468786
6127,657683341
6128,657897936
6129,658112561
6130,658327226
6131,658541921
6132,658756656
6133,658971421
6134,659186226
6135,659401061
6136,659615936
6137,659830841
6138,660045786
6139,660260761
6140,660475776
6141,660690821
6142,660905906
6143,661121021
6144,661336176
6145,661551361
6146,661766586
6147,661981841
6148,662197136
6149,662412461
6150,662627826
6151,662843221
6152,663058656
6153,663274121
6154,663489626
6155,663705161
6156,663920736
6157,664136341
6158,664351986
6159,664567661
6160,664783376
6161,664999121
6162,665214906
6163,665430721
6164,665646576
6165,665862461
