número de nodos,total de operações
2170,82637826
2171,82713913
2172,82790040
2173,82866197
2174,82942394
2175,83018621
2176,83094888
2177,83171185
2178,83247522
2179,83323889
2180,83400296
2181,83476733
2182,83553210
2183,83629717
2184,83706264
2185,83782841
2186,83859458
2187,83936105
2188,84012792
2189,84089509
2190,84166266
2191,84243053
2192,84319880
2193,84396737
2194,84473634
2195,84550561
2196,84627528
2197,84704525
2198,84781562
2199,84858629
2200,84935736
2201,85012873
2202,85090050
2203,85167257
2204,85244504
2205,85321781
2206,85399098
2207,85476445
2208,85553832
2209,85631249
2210,85708706
2211,85786193
2212,85863720
2213,85941277
2214,86018874
2215,86096501
2216,86174168
2217,86251865
2218,86329602
2219,86407369
2220,86485176
2221,86563013
2222,86640890
2223,86718797
2224,86796744
2225,86874721
2226,86952738
2227,87030785
2228,87108872
2229,87186989
2230,87265146
2231,87343333
2232,87421560
2233,87499817
2234,87578114
2235,87656441
2236,87734808
2237,87813205
2238,87891642
2239,87970109
2240,88048616
2241,88127153
2242,88205730
2243,88284337
2244,88362984
2245,88441661
2246,88520378
2247,88599125
2248,88677912
2249,88756729
2250,88835586
2251,88914473
2252,88993400
2253,89072357
2254,89151354
2255,89230381
2256,89309448
2257,89388545
2258,89467682
2259,89546849
2260,89626056
2261,89705293
2262,89784570
2263,89863877
2264,89943224
2265,90022601
2266,90102018
2267,90181465
2268,90260952
2269,90340469
2270,90420026
2271,90499613
2272,90579240
2273,90658897
2274,90738594
2275,90818321
2276,90898088
2277,90977885
2278,91057722
2279,91137589
2280,91217496
2281,91297433
2282,91377410
2283,91457417
2284,91537464
2285,91617541
2286,91697658
2287,91777805
2288,91857992
2289,91938209
2290,92018466
2291,92098753
2292,92179080
2293,92259437
2294,92339834
2295,92420261
2296,92500728
2297,92581225
2298,92661762
2299,92742329
2300,92822936
2301,92903573
2302,92984250
2303,93064957
2304,93145704
2305,93226481
2306,93307298
2307,93388145
2308,93469032
2309,93549949
2310,93630906
2311,93711893
2312,93792920
2313,93873977
2314,93955074
2315,94036201
2316,94117368
2317,94198565
2318,94279802
2319,94361069
2320,94442376
2321,94523713
2322,94605090
2323,94686497
2324,94767944
2325,94849421
2326,94930938
2327,95012485
2328,95094072
2329,95175689
2330,95257346
2331,95339033
2332,95420760
2333,95502517
2334,95584314
2335,95666141
2336,95748008
2337,95829905
2338,95911842
2339,95993809
2340,96075816
2341,96157853
2342,96239930
2343,96322037
2344,96404184
2345,96486361
2346,96568578
2347,96650825
2348,96733112
2349,96815429
2350,96897786
2351,96980173
2352,97062600
2353,97145057
2354,97227554
2355,97310081
2356,97392648
2357,97475245
2358,97557882
2359,97640549
2360,97723256
2361,97805993
2362,97888770
2363,97971577
2364,98054424
2365,98137301
2366,98220218
2367,98303165
2368,98386152
2369,98469169
2370,98552226
2371,98635313
2372,98718440
2373,98801597
2374,98884794
2375,98968021
2376,99051288
2377,99134585
2378,99217922
2379,99301289
2380,99384696
2381,99468133
2382,99551610
2383,99635117
2384,99718664
2385,99802241
2386,99885858
2387,99969505
2388,100053192
2389,100136909
2390,100220666
2391,100304453
2392,100388280
2393,100472137
2394,100556034
2395,100639961
2396,100723928
2397,100807925
2398,100891962
2399,100976029
2400,101060136
2401,101144273
2402,101228450
2403,101312657
2404,101396904
2405,101481181
2406,101565498
2407,101649845
2408,101734232
2409,101818649
2410,101903106
2411,101987593
2412,102072120
2413,102156677
2414,102241274
2415,102325901
2416,102410568
2417,102495265
2418,102580002
2419,102664769
2420,102749576
2421,102834413
2422,102919290
2423,103004197
2424,103089144
2425,103174121
2426,103259138
2427,103344185
2428,103429272
2429,103514389
2430,103599546
2431,103684733
2432,103769960
2433,103855217
2434,103940514
2435,104025841
2436,104111208
2437,104196605
2438,104282042
2439,104367509
2440,104453016
2441,104538553
2442,104624130
2443,104709737
2444,104795384
2445,104881061
2446,104966778
2447,105052525
2448,105138312
2449,105224129
2450,105309986
2451,105395873
2452,105481800
2453,105567757
2454,105653754
2455,105739781
2456,105825848
2457,105911945
2458,105998082
2459,106084249
2460,106170456
2461,106256693
2462,106342970
2463,106429277
2464,106515624
2465,106602001
2466,106688418
2467,106774865
2468,106861352
2469,106947869
2470,107034426
2471,107121013
2472,107207640
2473,107294297
2474,107380994
2475,107467721
2476,107554488
2477,107641285
2478,107728122
2479,107814989
2480,107901896
2481,107988833
2482,108075810
2483,108162817
2484,108249864
2485,108336941
2486,108424058
2487,108511205
2488,108598392
2489,108685609
2490,108772866
2491,108860153
2492,108947480
2493,109034837
2494,109122234
2495,109209661
2496,109297128
2497,109384625
2498,109472162
2499,109559729
2500,109647336
2501,109734973
2502,109822650
2503,109910357
2504,109998104
2505,110085881
2506,110173698
2507,110261545
2508,110349432
2509,110437349
2510,110525306
2511,110613293
2512,110701320
2513,110789377
2514,110877474
2515,110965601
2516,111053768
2517,111141965
2518,111230202
2519,111318469
2520,111406776
2521,111495113
2522,111583490
2523,111671897
2524,111760344
2525,111848821
2526,111937338
2527,112025885
2528,112114472
2529,112203089
2530,112291746
2531,112380433
2532,112469160
2533,112557917
2534,112646714
2535,112735541
2536,112824408
2537,112913305
2538,113002242
2539,113091209
2540,113180216
2541,113269253
2542,113358330
2543,113447437
2544,113536584
2545,113625761
2546,113714978
2547,113804225
2548,113893512
2549,113982829
2550,114072186
2551,114161573
2552,114251000
2553,114340457
2554,114429954
2555,114519481
2556,114609048
2557,114698645
2558,114788282
2559,114877949
2560,114967656
2561,115057393
2562,115147170
2563,115236977
2564,115326824
2565,115416701
2566,115506618
2567,115596565
2568,115686552
2569,115776569
2570,115866626
2571,115956713
2572,116046840
2573,116136997
2574,116227194
2575,116317421
2576,116407688
2577,116497985
2578,116588322
2579,116678689
2580,116769096
2581,116859533
2582,116950010
2583,117040517
2584,117131064
2585,117221641
2586,117312258
2587,117402905
2588,117493592
2589,117584309
2590,117675066
2591,117765853
2592,117856680
2593,117947537
2594,118038434
2595,118129361
2596,118220328
2597,118311325
2598,118402362
2599,118493429
2600,118584536
2601,118675673
2602,118766850
2603,118858057
2604,118949304
2605,119040581
2606,119131898
2607,119223245
2608,119314632
2609,119406049
2610,119497506
2611,119588993
2612,119680520
2613,119772077
2614,119863674
2615,119955301
2616,120046968
2617,120138665
2618,120230402
2619,120322169
2620,120413976
2621,120505813
2622,120597690
2623,120689597
2624,120781544
2625,120873521
2626,120965538
2627,121057585
2628,121149672
2629,121241789
2630,121333946
2631,121426133
2632,121518360
2633,121610617
2634,121702914
2635,121795241
2636,121887608
2637,121980005
2638,122072442
2639,122164909
2640,122257416
2641,122349953
2642,122442530
2643,122535137
2644,122627784
2645,122720461
2646,122813178
2647,122905925
2648,122998712
2649,123091529
2650,123184386
2651,123277273
2652,123370200
2653,123463157
2654,123556154
2655,123649181
2656,123742248
2657,123835345
2658,123928482
2659,124021649
2660,124114856
2661,124208093
2662,124301370
2663,124394677
2664,124488024
2665,124581401
2666,124674818
2667,124768265
2668,124861752
2669,124955269
2670,125048826
2671,125142413
2672,125236040
2673,125329697
2674,125423394
2675,125517121
2676,125610888
2677,125704685
2678,125798522
2679,125892389
2680,125986296
2681,126080233
2682,126174210
2683,126268217
2684,126362264
2685,126456341
2686,126550458
2687,126644605
2688,126738792
2689,126833009
2690,126927266
2691,127021553
2692,127115880
2693,127210237
2694,127304634
2695,127399061
2696,127493528
2697,127588025
2698,127682562
2699,127777129
2700,127871736
2701,127966373
2702,128061050
2703,128155757
2704,128250504
2705,128345281
2706,128440098
2707,128534945
2708,128629832
2709,128724749
2710,128819706
2711,128914693
2712,129009720
2713,129104777
2714,129199874
2715,129295001
2716,129390168
2717,129485365
2718,129580602
2719,129675869
2720,129771176
2721,129866513
2722,129961890
2723,130057297
2724,130152744
2725,130248221
2726,130343738
2727,130439285
2728,130534872
2729,130630489
2730,130726146
2731,130821833
2732,130917560
2733,131013317
2734,131109114
2735,131204941
2736,131300808
2737,131396705
2738,131492642
2739,131588609
2740,131684616
2741,131780653
2742,131876730
2743,131972837
2744,132068984
2745,132165161
2746,132261378
2747,132357625
2748,132453912
2749,132550229
2750,132646586
2751,132742973
2752,132839400
2753,132935857
2754,133032354
2755,133128881
2756,133225448
2757,133322045
2758,133418682
2759,133515349
2760,133612056
2761,133708793
2762,133805570
2763,133902377
2764,133999224
2765,134096101
2766,134193018
2767,134289965
2768,134386952
2769,134483969
2770,134581026
2771,134678113
2772,134775240
2773,134872397
2774,134969594
2775,135066821
2776,135164088
2777,135261385
2778,135358722
2779,135456089
2780,135553496
2781,135650933
2782,135748410
2783,135845917
2784,135943464
2785,136041041
2786,136138658
2787,136236305
2788,136333992
2789,136431709
2790,136529466
2791,136627253
2792,136725080
2793,136822937
2794,136920834
2795,137018761
2796,137116728
2797,137214725
2798,137312762
2799,137410829
2800,137508936
2801,137607073
2802,137705250
2803,137803457
2804,137901704
2805,137999981
2806,138098298
2807,138196645
2808,138295032
2809,138393449
2810,138491906
2811,138590393
2812,138688920
2813,138787477
2814,138886074
2815,138984701
2816,139083368
2817,139182065
2818,139280802
2819,139379569
2820,139478376
2821,139577213
2822,139676090
2823,139774997
2824,139873944
2825,139972921
2826,140071938
2827,140170985
2828,140270072
2829,140369189
2830,140468346
2831,140567533
2832,140666760
2833,140766017
2834,140865314
2835,140964641
2836,141064008
2837,141163405
2838,141262842
2839,141362309
2840,141461816
2841,141561353
2842,141660930
2843,141760537
2844,141860184
2845,141959861
2846,142059578
2847,142159325
2848,142259112
2849,142358929
2850,142458786
2851,142558673
2852,142658600
2853,142758557
2854,142858554
2855,142958581
2856,143058648
2857,143158745
2858,143258882
2859,143359049
2860,143459256
2861,143559493
2862,143659770
2863,143760077
2864,143860424
2865,143960801
2866,144061218
2867,144161665
2868,144262152
2869,144362669
2870,144463226
2871,144563813
2872,144664440
2873,144765097
2874,144865794
2875,144966521
2876,145067288
2877,145168085
2878,145268922
2879,145369789
2880,145470696
2881,145571633
2882,145672610
2883,145773617
2884,145874664
2885,145975741
2886,146076858
2887,146178005
2888,146279192
2889,146380409
2890,146481666
2891,146582953
2892,146684280
2893,146785637
2894,146887034
2895,146988461
2896,147089928
2897,147191425
2898,147292962
2899,147394529
2900,147496136
2901,147597773
2902,147699450
2903,147801157
2904,147902904
2905,148004681
2906,148106498
2907,148208345
2908,148310232
2909,148412149
2910,148514106
2911,148616093
2912,148718120
2913,148820177
2914,148922274
2915,149024401
2916,149126568
2917,149228765
2918,149331002
2919,149433269
2920,149535576
2921,149637913
2922,149740290
2923,149842697
2924,149945144
2925,150047621
2926,150150138
2927,150252685
2928,150355272
2929,150457889
2930,150560546
2931,150663233
2932,150765960
2933,150868717
2934,150971514
2935,151074341
2936,151177208
2937,151280105
2938,151383042
2939,151486009
2940,151589016
2941,151692053
2942,151795130
2943,151898237
2944,152001384
2945,152104561
2946,152207778
2947,152311025
2948,152414312
2949,152517629
2950,152620986
2951,152724373
2952,152827800
2953,152931257
2954,153034754
2955,153138281
2956,153241848
2957,153345445
2958,153449082
2959,153552749
2960,153656456
2961,153760193
2962,153863970
2963,153967777
2964,154071624
2965,154175501
2966,154279418
2967,154383365
2968,154487352
2969,154591369
2970,154695426
2971,154799513
2972,154903640
2973,155007797
2974,155111994
2975,155216221
2976,155320488
2977,155424785
2978,155529122
2979,155633489
2980,155737896
2981,155842333
2982,155946810
2983,156051317
2984,156155864
2985,156260441
2986,156365058
2987,156469705
2988,156574392
2989,156679109
2990,156783866
2991,156888653
2992,156993480
2993,157098337
2994,157203234
2995,157308161
2996,157413128
2997,157518125
2998,157623162
2999,157728229
3000,157833336
3001,157938473
3002,158043650
3003,158148857
3004,158254104
3005,158359381
3006,158464698
3007,158570045
3008,158675432
3009,158780849
3010,158886306
3011,158991793
3012,159097320
3013,159202877
3014,159308474
3015,159414101
3016,159519768
3017,159625465
3018,159731202
3019,159836969
3020,159942776
3021,160048613
3022,160154490
3023,160260397
3024,160366344
3025,160472321
3026,160578338
3027,160684385
3028,160790472
3029,160896589
3030,161002746
3031,161108933
3032,161215160
3033,161321417
3034,161427714
3035,161534041
3036,161640408
3037,161746805
3038,161853242
3039,161959709
3040,162066216
3041,162172753
3042,162279330
3043,162385937
3044,162492584
3045,162599261
3046,162705978
3047,162812725
3048,162919512
3049,163026329
3050,163133186
3051,163240073
3052,163347000
3053,163453957
3054,163560954
3055,163667981
3056,163775048
3057,163882145
3058,163989282
3059,164096449
3060,164203656
3061,164310893
3062,164418170
3063,164525477
3064,164632824
3065,164740201
3066,164847618
3067,164955065
3068,165062552
3069,165170069
3070,165277626
3071,165385213
3072,165492840
3073,165600497
3074,165708194
3075,165815921
3076,165923688
3077,166031485
3078,166139322
3079,166247189
3080,166355096
3081,166463033
3082,166571010
3083,166679017
3084,166787064
3085,166895141
3086,167003258
3087,167111405
3088,167219592
3089,167327809
3090,167436066
3091,167544353
3092,167652680
3093,167761037
3094,167869434
3095,167977861
3096,168086328
3097,168194825
3098,168303362
3099,168411929
3100,168520536
3101,168629173
3102,168737850
3103,168846557
3104,168955304
3105,169064081
3106,169172898
3107,169281745
3108,169390632
3109,169499549
3110,169608506
3111,169717493
3112,169826520
3113,169935577
3114,170044674
3115,170153801
3116,170262968
3117,170372165
3118,170481402
3119,170590669
3120,170699976
3121,170809313
3122,170918690
3123,171028097
3124,171137544
3125,171247021
3126,171356538
3127,171466085
3128,171575672
3129,171685289
3130,171794946
3131,171904633
3132,172014360
3133,172124117
3134,172233914
3135,172343741
3136,172453608
3137,172563505
3138,172673442
3139,172783409
3140,172893416
3141,173003453
3142,173113530
3143,173223637
3144,173333784
3145,173443961
3146,173554178
3147,173664425
3148,173774712
3149,173885029
3150,173995386
3151,174105773
3152,174216200
3153,174326657
3154,174437154
3155,174547681
3156,174658248
3157,174768845
3158,174879482
3159,174990149
3160,175100856
3161,175211593
3162,175322370
3163,175433177
3164,175544024
3165,175654901
3166,175765818
3167,175876765
3168,175987752
3169,176098769
3170,176209826
3171,176320913
3172,176432040
3173,176543197
3174,176654394
3175,176765621
3176,176876888
3177,176988185
3178,177099522
3179,177210889
3180,177322296
3181,177433733
3182,177545210
3183,177656717
3184,177768264
3185,177879841
3186,177991458
3187,178103105
3188,178214792
3189,178326509
3190,178438266
3191,178550053
3192,178661880
3193,178773737
3194,178885634
3195,178997561
3196,179109528
3197,179221525
3198,179333562
3199,179445629
3200,179557736
3201,179669873
3202,179782050
3203,179894257
3204,180006504
3205,180118781
3206,180231098
3207,180343445
3208,180455832
3209,180568249
3210,180680706
3211,180793193
3212,180905720
3213,181018277
3214,181130874
3215,181243501
3216,181356168
3217,181468865
3218,181581602
3219,181694369
3220,181807176
3221,181920013
3222,182032890
3223,182145797
3224,182258744
3225,182371721
3226,182484738
3227,182597785
3228,182710872
3229,182823989
3230,182937146
3231,183050333
3232,183163560
3233,183276817
3234,183390114
3235,183503441
3236,183616808
3237,183730205
3238,183843642
3239,183957109
3240,184070616
3241,184184153
3242,184297730
3243,184411337
3244,184524984
3245,184638661
3246,184752378
3247,184866125
3248,184979912
3249,185093729
3250,185207586
3251,185321473
3252,185435400
3253,185549357
3254,185663354
3255,185777381
3256,185891448
3257,186005545
3258,186119682
3259,186233849
3260,186348056
3261,186462293
3262,186576570
3263,186690877
3264,186805224
3265,186919601
3266,187034018
3267,187148465
3268,187262952
3269,187377469
3270,187492026
3271,187606613
3272,187721240
3273,187835897
3274,187950594
3275,188065321
3276,188180088
3277,188294885
3278,188409722
3279,188524589
3280,188639496
3281,188754433
3282,188869410
3283,188984417
3284,189099464
3285,189214541
3286,189329658
3287,189444805
3288,189559992
3289,189675209
3290,189790466
3291,189905753
3292,190021080
3293,190136437
3294,190251834
3295,190367261
3296,190482728
3297,190598225
3298,190713762
3299,190829329
3300,190944936
3301,191060573
3302,191176250
3303,191291957
3304,191407704
3305,191523481
3306,191639298
3307,191755145
3308,191871032
3309,191986949
3310,192102906
3311,192218893
3312,192334920
3313,192450977
3314,192567074
3315,192683201
3316,192799368
3317,192915565
3318,193031802
3319,193148069
3320,193264376
3321,193380713
3322,193497090
3323,193613497
3324,193729944
3325,193846421
3326,193962938
3327,194079485
3328,194196072
3329,194312689
3330,194429346
3331,194546033
3332,194662760
3333,194779517
3334,194896314
3335,195013141
3336,195130008
3337,195246905
3338,195363842
3339,195480809
3340,195597816
3341,195714853
3342,195831930
3343,195949037
3344,196066184
3345,196183361
3346,196300578
3347,196417825
3348,196535112
3349,196652429
3350,196769786
3351,196887173
3352,197004600
3353,197122057
3354,197239554
3355,197357081
3356,197474648
3357,197592245
3358,197709882
3359,197827549
3360,197945256
3361,198062993
3362,198180770
3363,198298577
3364,198416424
3365,198534301
3366,198652218
3367,198770165
3368,198888152
3369,199006169
3370,199124226
3371,199242313
3372,199360440
3373,199478597
3374,199596794
3375,199715021
3376,199833288
3377,199951585
3378,200069922
3379,200188289
3380,200306696
3381,200425133
3382,200543610
3383,200662117
3384,200780664
3385,200899241
3386,201017858
3387,201136505
3388,201255192
3389,201373909
3390,201492666
3391,201611453
3392,201730280
3393,201849137
3394,201968034
3395,202086961
3396,202205928
3397,202324925
3398,202443962
3399,202563029
3400,202682136
3401,202801273
3402,202920450
3403,203039657
3404,203158904
3405,203278181
3406,203397498
3407,203516845
3408,203636232
3409,203755649
3410,203875106
3411,203994593
3412,204114120
3413,204233677
3414,204353274
3415,204472901
3416,204592568
3417,204712265
3418,204832002
3419,204951769
3420,205071576
3421,205191413
3422,205311290
3423,205431197
3424,205551144
3425,205671121
3426,205791138
3427,205911185
3428,206031272
3429,206151389
3430,206271546
3431,206391733
3432,206511960
3433,206632217
3434,206752514
3435,206872841
3436,206993208
3437,207113605
3438,207234042
3439,207354509
3440,207475016
3441,207595553
3442,207716130
3443,207836737
3444,207957384
3445,208078061
3446,208198778
3447,208319525
3448,208440312
3449,208561129
3450,208681986
3451,208802873
3452,208923800
3453,209044757
3454,209165754
3455,209286781
3456,209407848
3457,209528945
3458,209650082
3459,209771249
3460,209892456
3461,210013693
3462,210134970
3463,210256277
3464,210377624
3465,210499001
3466,210620418
3467,210741865
3468,210863352
3469,210984869
3470,211106426
3471,211228013
3472,211349640
3473,211471297
3474,211592994
3475,211714721
3476,211836488
3477,211958285
3478,212080122
3479,212201989
3480,212323896
3481,212445833
3482,212567810
3483,212689817
3484,212811864
3485,212933941
3486,213056058
3487,213178205
3488,213300392
3489,213422609
3490,213544866
3491,213667153
3492,213789480
3493,213911837
3494,214034234
3495,214156661
3496,214279128
3497,214401625
3498,214524162
3499,214646729
3500,214769336
3501,214891973
3502,215014650
3503,215137357
3504,215260104
3505,215382881
3506,215505698
3507,215628545
3508,215751432
3509,215874349
3510,215997306
3511,216120293
3512,216243320
3513,216366377
3514,216489474
3515,216612601
3516,216735768
3517,216858965
3518,216982202
3519,217105469
3520,217228776
3521,217352113
3522,217475490
3523,217598897
3524,217722344
3525,217845821
3526,217969338
3527,218092885
3528,218216472
3529,218340089
3530,218463746
3531,218587433
3532,218711160
3533,218834917
3534,218958714
3535,219082541
3536,219206408
3537,219330305
3538,219454242
3539,219578209
3540,219702216
3541,219826253
3542,219950330
3543,220074437
3544,220198584
3545,220322761
3546,220446978
3547,220571225
3548,220695512
3549,220819829
3550,220944186
3551,221068573
3552,221193000
3553,221317457
3554,221441954
3555,221566481
3556,221691048
3557,221815645
3558,221940282
3559,222064949
3560,222189656
3561,222314393
3562,222439170
3563,222563977
3564,222688824
3565,222813701
3566,222938618
3567,223063565
3568,223188552
3569,223313569
3570,223438626
3571,223563713
3572,223688840
3573,223813997
3574,223939194
3575,224064421
3576,224189688
3577,224314985
3578,224440322
3579,224565689
3580,224691096
3581,224816533
3582,224942010
3583,225067517
3584,225193064
3585,225318641
3586,225444258
3587,225569905
3588,225695592
3589,225821309
3590,225947066
3591,226072853
3592,226198680
3593,226324537
3594,226450434
3595,226576361
3596,226702328
3597,226828325
3598,226954362
3599,227080429
3600,227206536
3601,227332673
3602,227458850
3603,227585057
3604,227711304
3605,227837581
3606,227963898
3607,228090245
3608,228216632
3609,228343049
3610,228469506
3611,228595993
3612,228722520
3613,228849077
3614,228975674
3615,229102301
3616,229228968
3617,229355665
3618,229482402
3619,229609169
3620,229735976
3621,229862813
3622,229989690
3623,230116597
3624,230243544
3625,230370521
3626,230497538
3627,230624585
3628,230751672
3629,230878789
3630,231005946
3631,231133133
3632,231260360
3633,231387617
3634,231514914
3635,231642241
3636,231769608
3637,231897005
3638,232024442
3639,232151909
3640,232279416
3641,232406953
3642,232534530
3643,232662137
3644,232789784
3645,232917461
3646,233045178
3647,233172925
3648,233300712
3649,233428529
3650,233556386
3651,233684273
3652,233812200
3653,233940157
3654,234068154
3655,234196181
3656,234324248
3657,234452345
3658,234580482
3659,234708649
3660,234836856
3661,234965093
3662,235093370
3663,235221677
3664,235350024
3665,235478401
3666,235606818
3667,235735265
3668,235863752
3669,235992269
3670,236120826
3671,236249413
3672,236378040
3673,236506697
3674,236635394
3675,236764121
3676,236892888
3677,237021685
3678,237150522
3679,237279389
3680,237408296
3681,237537233
3682,237666210
3683,237795217
3684,237924264
3685,238053341
3686,238182458
3687,238311605
3688,238440792
3689,238570009
3690,238699266
3691,238828553
3692,238957880
3693,239087237
3694,239216634
3695,239346061
3696,239475528
3697,239605025
3698,239734562
3699,239864129
3700,239993736
3701,240123373
3702,240253050
3703,240382757
3704,240512504
3705,240642281
3706,240772098
3707,240901945
3708,241031832
3709,241161749
3710,241291706
3711,241421693
3712,241551720
3713,241681777
3714,241811874
3715,241942001
3716,242072168
3717,242202365
3718,242332602
3719,242462869
3720,242593176
3721,242723513
3722,242853890
3723,242984297
3724,243114744
3725,243245221
3726,243375738
3727,243506285
3728,243636872
3729,243767489
3730,243898146
3731,244028833
3732,244159560
3733,244290317
3734,244421114
3735,244551941
3736,244682808
3737,244813705
3738,244944642
3739,245075609
3740,245206616
3741,245337653
3742,245468730
3743,245599837
3744,245730984
3745,245862161
3746,245993378
3747,246124625
3748,246255912
3749,246387229
3750,246518586
3751,246649973
3752,246781400
3753,246912857
3754,247044354
3755,247175881
3756,247307448
3757,247439045
3758,247570682
3759,247702349
3760,247834056
3761,247965793
3762,248097570
3763,248229377
3764,248361224
3765,248493101
3766,248625018
3767,248756965
3768,248888952
3769,249020969
3770,249153026
3771,249285113
3772,249417240
3773,249549397
3774,249681594
3775,249813821
3776,249946088
3777,250078385
3778,250210722
3779,250343089
3780,250475496
3781,250607933
3782,250740410
3783,250872917
3784,251005464
3785,251138041
3786,251270658
3787,251403305
3788,251535992
3789,251668709
3790,251801466
3791,251934253
3792,252067080
3793,252199937
3794,252332834
3795,252465761
3796,252598728
3797,252731725
3798,252864762
3799,252997829
3800,253130936
3801,253264073
3802,253397250
3803,253530457
3804,253663704
3805,253796981
3806,253930298
3807,254063645
3808,254197032
3809,254330449
3810,254463906
3811,254597393
3812,254730920
3813,254864477
3814,254998074
3815,255131701
3816,255265368
3817,255399065
3818,255532802
3819,255666569
3820,255800376
3821,255934213
3822,256068090
3823,256201997
3824,256335944
3825,256469921
3826,256603938
3827,256737985
3828,256872072
3829,257006189
3830,257140346
3831,257274533
3832,257408760
3833,257543017
3834,257677314
3835,257811641
3836,257946008
3837,258080405
3838,258214842
3839,258349309
3840,258483816
3841,258618353
3842,258752930
3843,258887537
3844,259022184
3845,259156861
3846,259291578
3847,259426325
3848,259561112
3849,259695929
3850,259830786
3851,259965673
3852,260100600
3853,260235557
3854,260370554
3855,260505581
3856,260640648
3857,260775745
3858,260910882
3859,261046049
3860,261181256
3861,261316493
3862,261451770
3863,261587077
3864,261722424
3865,261857801
3866,261993218
3867,262128665
3868,262264152
3869,262399669
3870,262535226
3871,262670813
3872,262806440
3873,262942097
3874,263077794
3875,263213521
3876,263349288
3877,263485085
3878,263620922
3879,263756789
3880,263892696
3881,264028633
3882,264164610
3883,264300617
3884,264436664
3885,264572741
3886,264708858
3887,264845005
3888,264981192
3889,265117409
3890,265253666
3891,265389953
3892,265526280
3893,265662637
3894,265799034
3895,265935461
3896,266071928
3897,266208425
3898,266344962
3899,266481529
3900,266618136
3901,266754773
3902,266891450
3903,267028157
3904,267164904
3905,267301681
3906,267438498
3907,267575345
3908,267712232
3909,267849149
3910,267986106
3911,268123093
3912,268260120
3913,268397177
3914,268534274
3915,268671401
3916,268808568
3917,268945765
3918,269083002
3919,269220269
3920,269357576
3921,269494913
3922,269632290
3923,269769697
3924,269907144
3925,270044621
3926,270182138
3927,270319685
3928,270457272
3929,270594889
3930,270732546
3931,270870233
3932,271007960
3933,271145717
3934,271283514
3935,271421341
3936,271559208
3937,271697105
3938,271835042
3939,271973009
3940,272111016
3941,272249053
3942,272387130
3943,272525237
3944,272663384
3945,272801561
3946,272939778
3947,273078025
3948,273216312
3949,273354629
3950,273492986
3951,273631373
3952,273769800
3953,273908257
3954,274046754
3955,274185281
3956,274323848
3957,274462445
3958,274601082
3959,274739749
3960,274878456
3961,275017193
3962,275155970
3963,275294777
3964,275433624
3965,275572501
3966,275711418
3967,275850365
3968,275989352
3969,276128369
3970,276267426
3971,276406513
3972,276545640
3973,276684797
3974,276823994
3975,276963221
3976,277102488
3977,277241785
3978,277381122
3979,277520489
3980,277659896
3981,277799333
3982,277938810
3983,278078317
3984,278217864
3985,278357441
3986,278497058
3987,278636705
3988,278776392
3989,278916109
3990,279055866
3991,279195653
3992,279335480
3993,279475337
3994,279615234
3995,279755161
3996,279895128
3997,280035125
3998,280175162
3999,280315229
4000,280455336
4001,280595473
4002,280735650
4003,280875857
4004,281016104
4005,281156381
4006,281296698
4007,281437045
4008,281577432
4009,281717849
4010,281858306
4011,281998793
4012,282139320
4013,282279877
4014,282420474
4015,282561101
4016,282701768
4017,282842465
4018,282983202
4019,283123969
4020,283264776
4021,283405613
4022,283546490
4023,283687397
4024,283828344
4025,283969321
4026,284110338
4027,284251385
4028,284392472
4029,284533589
4030,284674746
4031,284815933
4032,284957160
4033,285098417
4034,285239714
4035,285381041
4036,285522408
4037,285663805
4038,285805242
4039,285946709
4040,286088216
4041,286229753
4042,286371330
4043,286512937
4044,286654584
4045,286796261
4046,286937978
4047,287079725
4048,287221512
4049,287363329
4050,287505186
4051,287647073
4052,287789000
4053,287930957
4054,288072954
4055,288214981
4056,288357048
4057,288499145
4058,288641282
4059,288783449
4060,288925656
4061,289067893
4062,289210170
4063,289352477
4064,289494824
4065,289637201
4066,289779618
4067,289922065
4068,290064552
4069,290207069
4070,290349626
4071,290492213
4072,290634840
4073,290777497
4074,290920194
4075,291062921
4076,291205688
4077,291348485
4078,291491322
4079,291634189
4080,291777096
4081,291920033
4082,292063010
4083,292206017
4084,292349064
4085,292492141
4086,292635258
4087,292778405
4088,292921592
4089,293064809
4090,293208066
4091,293351353
4092,293494680
4093,293638037
4094,293781434
4095,293924861
4096,294068336
4097,294211841
4098,294355386
4099,294498961
4100,294642576
4101,294786221
4102,294929906
4103,295073621
4104,295217376
4105,295361161
4106,295504986
4107,295648841
4108,295792736
4109,295936661
4110,296080626
4111,296224621
4112,296368656
4113,296512721
4114,296656826
4115,296800961
4116,296945136
4117,297089341
4118,297233586
4119,297377861
4120,297522176
4121,297666521
4122,297810906
4123,297955321
4124,298099776
4125,298244261
4126,298388786
4127,298533341
4128,298677936
4129,298822561
4130,298967226
4131,299111921
4132,299256656
4133,299401421
4134,299546226
4135,299691061
4136,299835936
4137,299980841
4138,300125786
4139,300270761
4140,300415776
4141,300560821
4142,300705906
4143,300851021
4144,300996176
4145,301141361
4146,301286586
4147,301431841
4148,301577136
4149,301722461
4150,301867826
4151,302013221
4152,302158656
4153,302304121
4154,302449626
4155,302595161
4156,302740736
4157,302886341
4158,303031986
4159,303177661
4160,303323376
4161,303469121
4162,303614906
4163,303760721
4164,303906576
4165,304052461
4166,304198386
4167,304344341
